P|SA|Name|CLAT|CLON|SLAT|ELAT|SLON|ELON|DIR|DIAM|CT|ET|QUAD|MAP|AS|AD|REF|FT|Origin
"M"|"ME"|"Airy"|-5.14|0.0|-5.44|-4.75|0.4|359.7|"E"|41.0|"EU"|"GB"|"MC-20"|"I-2532"|5|1973|68|"AA"|"George B.; British astronomer (1801-1892)."
"M"|"M"|"Airy-0"|-5.1|0.0|0.0|0.0|0.0|0.0|"W"|0.5|"EU"|"GB"|"MC-20"|"I-2532"|5|2003|172|"AA"|"Small crater within crater Airy that defines zero degrees longitude on Mars."
"M"|"ME"|"Airy-0"|-5.04|360.0|0.0|0.0|360.0|360.0|"E"|0.5|"EU"|"GB"|"MC-20"|"I-2532"|5|2003|172|"AA"|"Small crater within crater Airy that defines zero degrees longitude on Mars."
"V"|"V"|"Aisha"|39.3|53.3|0.0|0.0|0.0|0.0|"E"|10.6|"UR"|"KG"|"V-09"|"I-2466"|5|1997|107|"AA"|"Kyrgyz first name."
"V"|"V"|"Aita"|8.9|270.7|0.0|0.0|0.0|0.0|"E"|14.0|"EU"|"ES"|"V-29"|"I-2457"|5|1994|112|"AA"|"Estonian first name."
"V"|"V"|"Aitchison Patera"|-16.7|349.4|0.0|0.0|0.0|0.0|"E"|28.0|"NA"|"AM"|"V-43"|"I-2475"|5|1994|0|"PE"|"Alison; American geographer."
"E"|"m"|"Aitken"|-16.8|173.4|||||"E"|135.0|"NA"|"AM"|"LTO86D4"|"LTO-86D4"|5|1970|59|"AA"|"Robert Grant; American astronomer (1864-1951)."
"A"|"gs"|"Aix"|47.9|160.3|||||"W"|0.6|"EU"|"FR"|"Unknown"|"Unknown"|5|1994|113|"AA"|"Spa in France."
"S"|"te"|"Ajax"|-28.41|282.0|-32.93|-24.2|276.65|287.18|"W"|88.0|"EU"|"GR"|"PRELIM"|"I-1487"|5|1982|28|"AA"|"Greek hero second only to Achilles."
"V"|"V"|"Ajina Fossae"|-45.0|258.0|0.0|0.0|0.0|0.0|"E"|300.0|"UR"|"TJ"|"V-52"|"I-2477"|5|1997|107|"FO"|"Tajik evil spirit."
"J"|"ca"|"Ajleke"|22.7|101.4|21.9|23.6|100.4|102.3|"W"|70.0|"EU"|"LP"|"GLOBAL"|"I-2770"|5|1988|64|"AA"|"Saami god of holidays."
"M"|"M"|"Ajon"|16.7|256.9|16.6|16.8|256.9|257.0|"W"|8.4|"UR"|"RU"|"MC-14NW"|"I-1427"|5|1988|36|"AA"|"Town in Russia."
"M"|"ME"|"Ajon"|16.52|103.1|16.42|16.62|103.1|103.0|"E"|8.4|"UR"|"RU"|"MC-14NW"|"I-1427"|5|1988|36|"AA"|"Town in Russia."
"V"|"V"|"Ak-Ene Corona"|9.4|254.7|8.8|10.2|254.1|255.3|"E"|150.0|"UR"|"AL"|"V-28"|"I-2457"|5|2003|65|"CR"|"Altay Great Mother, \"White Mother.\""
"V"|"V"|"Akeley"|8.0|244.5|0.0|0.0|0.0|0.0|"E"|23.4|"NA"|"AM"|"V-28"|"I-2457"|5|1994|99|"AA"|"Delia; American explorer (1875-1970)."
"V"|"V"|"Akewa Dorsa"|45.5|184.0|0.0|0.0|0.0|0.0|"E"|900.0|"SA"|"AR"|"V-14"|"I-2457"|5|1997|107|"DO"|"Toba (Argentina) sun goddess."
"V"|"V"|"Akhmatova"|61.3|307.9|61.1|61.2|307.1|307.9|"E"|41.4|"UR"|"SO"|"V-07"|"I-2490"|5|1985|64|"AA"|"Anna; Soviet poet (1889-1966)."
"J"|"ga"|"Akhmin Facula"|27.7|189.5|25.6|30.3|186.7|192.6|"W"|245.0|"AF"|"EG"|"GLOBAL"|"I-2762"|5|1997|1|"FA"|"Egyptian town where Min was worshipped."
"V"|"V"|"Akhtamar Planitia"|27.0|65.0|0.0|0.0|0.0|0.0|"E"|2,700.0|"UR"|"AM"|"Unknown"|"I-2467"|5|1997|107|"PL"|"Armenian epic heroine."
"M"|"M"|"Aki"|-35.8|60.3|-35.8|-35.7|60.2|60.4|"W"|8.1|"AS"|"JA"|"MC-25"|"I-2368"|5|1979|36|"AA"|"Town in Japan."
"M"|"ME"|"Aki"|-35.49|299.7|-35.49|-35.39|299.8|299.6|"E"|8.1|"AS"|"JA"|"MC-25"|"I-2368"|5|1979|36|"AA"|"Town in Japan."
"V"|"V"|"Akiko"|30.6|187.3|0.0|0.0|0.0|0.0|"E"|17.4|"AS"|"JA"|"V-14"|"I-2457"|5|1994|95|"AA"|"Yosano; Japanese Tanka poetess (1878-1942)."
"E"|"m"|"Akis"|20.0|-31.8|||||"E"|2.0|"EU"|"GR"|"S-01"|"39 C2"|5|1976|0|"AA"|"Greek female name."
"J"|"ga"|"Akitu Sulcus"|38.9|194.3|39.0|39.2|199.9|189.6|"W"|365.0|"AS"|"AB"|"GLOBAL"|"I-2762"|5|1997|1|"SU"|"Where Marduk\'s statue was carried each year."
"V"|"V"|"Akkruva Colles"|46.1|115.5|44.9|47.7|108.3|121.0|"E"|1,059.0|"EU"|"LA"|"V-11"|"I-2467"|5|1985|65|"CO"|"Saami-Lapp fishing goddess."
"V"|"V"|"Akna Montes"|68.9|318.2|65.6|72.7|311.6|320.0|"E"|830.0|"SA"|"MY"|"V-07"|"I-2490"|5|1979|1|"MO"|"Mayan goddess of birth."
"V"|"V"|"Akosua"|-58.6|18.1|0.0|0.0|0.0|0.0|"E"|6.2|"AF"|"GH"|"V-56"|"Unknown"|5|1997|107|"AA"|"Akan first name."
"V"|"V"|"Aksentyeva"|-42.0|271.9|0.0|0.0|0.0|0.0|"E"|42.5|"UR"|"SO"|"V-53"|"I-2477"|5|1994|107|"AA"|"Zinaida; Soviet geophysicist, astronomer (1900-1969)."
"M"|"M"|"Aktaj"|20.6|46.6|20.6|20.7|46.5|46.6|"W"|4.9|"UR"|"RU"|"MTM 20047"|"I-1719"|5|1988|36|"AA"|"Town in Russia."
"M"|"ME"|"Aktaj"|20.39|313.4|20.39|20.49|313.5|313.4|"E"|4.9|"UR"|"RU"|"MTM 20047"|"I-1719"|5|1988|36|"AA"|"Town in Russia."
"V"|"V"|"Akuanda Dorsa"|63.5|232.0|0.0|0.0|0.0|0.0|"E"|800.0|"UR"|"CC"|"V-05"|"I-2490"|5|1997|107|"DO"|"Adygan light deity."
"V"|"V"|"Akuba"|9.6|23.0|0.0|0.0|0.0|0.0|"E"|5.5|"AF"|"GH"|"V-20"|"Unknown"|5|1997|107|"AA"|"Eve first name."
"N"|"tr"|"Akupara Maculae"|-27.5|63.0|||||"E"|0.0|"AS"|"IN"|"Unknown"|"I-2153"|5|1991|83|"MA"|"Tortoise upholding the world (India)."
"J"|"ca"|"Akycha"|72.6|318.7|71.8|73.5|315.4|321.5|"W"|81.0|"NA"|"ES"|"GLOBAL"|"I-2770"|5|1979|26|"AA"|"Alaskan name of the sun."
"H"|"H"|"Al-Akhtal"|59.2|97.0|||||"W"|102.0|"AS"|"AR"|"Unknown"|"I-1822"|5|1985|59|"AA"|"Arab poet (c. 640-710)."
"E"|"m"|"Al-Bakri"|14.3|20.2|||||"E"|12.0|"EU"|"SP"|"LTO60B1"|"LTO-60B1"|5|1976|89|"AA"|"Abū Ubayd Abdallāh Ibn abd al-Azīz Ibn Muhammad; Spanish-Arab geographer (1010-1094)."
"E"|"m"|"Al-Biruni"|17.9|92.5|||||"E"|77.0|"AS"|"PE"|"LOC-3"|"LOC-3"|5|1970|75|"AA"|"Abū ar-Rayhān Muhammad ibn Ahmad al-Birūnī; Persian astronomer, mathematician, geographer (973-1048)."
"H"|"H"|"Al-Hamadhani"|38.8|89.7|||||"W"|186.0|"AS"|"AR"|"H-02"|"I-1822"|5|1979|80|"AA"|"Arab writer (d. 1007)."
"H"|"H"|"Al-Jāhiz"|1.2|21.5|||||"W"|91.0|"AS"|"AR"|"H-06"|"I-1822"|5|1976|80|"AA"|"Arab author (d. 869)."
"E"|"m"|"Al-Khwarizmi"|7.1|106.4|||||"E"|65.0|"AS"|"IQ"|"LOC-3"|"LOC-3"|5|1973|0|"AA"|"Iraqi mathematician (unkn-c. 825)."
"E"|"m"|"Al-Marrakushi"|-10.4|55.8|||||"E"|8.0|"AF"|"MR"|"LTO80D2"|"LTO-80D2"|5|1976|175|"AA"|"Abū `Ali al-Hasan Ibn `Ali al-Marrakushi; Moroccan astronomer, mathematician (fl. c. A.D. 1281/1282)."
"M"|"M"|"Al-Qahira Vallis"|-18.4|197.5|-22.2|-14.4|194.7|201.3|"W"|555.0|"AS"|"ID"|"MC-23"|"I-2578"|5|1973|62|"VA"|"Word for \'Mars\' in Arabic, Indonesian, Malay."
"M"|"ME"|"Al-Qahira Vallis"|-18.21|162.5|-21.97|-14.24|165.3|158.7|"E"|555.0|"AS"|"ID"|"MC-23"|"I-2578"|5|1973|62|"VA"|"Word for \'Mars\' in Arabic, Indonesian, Malay."
"V"|"V"|"Al-Taymuriyya"|32.9|336.1|32.9|32.9|336.2|336.2|"E"|19.0|"AF"|"EG"|"V-19"|"I-2466"|5|1991|99|"AA"|"Ayesha; Egyptian author, feminist (1840-1902)."
"V"|"V"|"Al-Uzza Undae"|67.7|90.5|0.0|0.0|0.0|0.0|"E"|150.0|"AS"|"AR"|"V-03"|"I-2490"|5|1994|111|"UN"|"Arabian desert goddess."
"S"|"en"|"Aladdin"|60.69|26.66|57.2|64.32|18.61|35.08|"W"|37.4|"AS"|"AR"|"PRELIM"|"I-1485"|5|1982|52|"AA"|"Hero of the tale; he has the magic lamp."
"V"|"V"|"Alajen Vallis"|-3.3|337.1|-3.7|-2.7|335.6|337.2|"E"|200.0|"AS"|"IR"|"V-43"|"I-2475"|5|2000|65|"VA"|"Talysh (Caspian Sea, SW coast) river deity."
"E"|"m"|"Alan"|-10.9|-6.1|||||"E"|2.0|"EU"|"IR"|"S-01"|"77 D1"|5|1976|0|"AA"|"Irish male name."
"M"|"M"|"Alba Catena"|35.3|114.7|34.1|36.5|114.6|114.8|"W"|144.0|"EU"|"LA"|"MC-03"|"I-2573"|5|1985|57|"CA"|"Classical albedo name."
"M"|"ME"|"Alba Catena"|34.99|245.3|33.8|36.19|245.4|245.2|"E"|144.0|"EU"|"LA"|"MC-03"|"I-2573"|5|1985|57|"CA"|"Classical albedo name."
"M"|"M"|"Alba Fossae"|54.2|104.8|34.0|67.8|95.5|116.2|"W"|2,080.0|"EU"|"LA"|"MC-03"|"I-2573"|5|1973|57|"FO"|"Classical albedo name."
"M"|"ME"|"Alba Fossae"|53.89|255.2|33.7|67.57|264.5|243.8|"E"|2,080.0|"EU"|"LA"|"MC-03"|"I-2573"|5|1973|57|"FO"|"Classical albedo name."
"M"|"M"|"Alba Patera"|40.12|109.82|39.0|41.0|108.61|111.33|"W"|136.0|"EU"|"LA"|"MC-03"|"I-2573"|5|1973|57|"PE"|"Classical albedo name. <em>Note: Size changed Sept. 19, 2007 to correspond only to the central depression.</em>"
"M"|"ME"|"Alba Patera"|39.8|250.18|38.68|40.68|251.39|248.67|"E"|136.0|"EU"|"LA"|"MC-03"|"I-2573"|5|1973|57|"PE"|"Classical albedo name. <em>Note: Size changed Sept. 19, 2007 to correspond only to the central depression.</em>"
"M"|"M"|"Albany"|23.2|49.1|0.0|0.0|0.0|0.0|"W"|2.0|"US"|"NY"|"YORKTO"|"I-1059"|5|1979|36|"AA"|"American colonial town (New York)."
"M"|"ME"|"Albany"|22.97|310.9|0.0|0.0|360.0|360.0|"E"|2.0|"US"|"NY"|"YORKTO"|"I-1059"|5|1979|36|"AA"|"American colonial town (New York)."
"V"|"V"|"Albasty Fossae"|-9.0|336.5|0.0|0.0|0.0|0.0|"E"|500.0|"UR"|"TT"|"V-43"|"I-2475"|5|1997|107|"FO"|"Tartar evil spirit."
"E"|"m"|"Albategnius"|-11.7|4.3|||||"E"|114.0|"AS"|"IQ"|"LTO77C1"|"LTO-77C1"|5|1935|75|"AA"|"Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929)."
"U"|"um"|"Alberich"|-33.6|42.2|||||"E"|52.0|"EU"|"GE"|"UMBRIE"|"Unknown"|5|1988|86|"AA"|"Dwarf who guarded Niebelung gold, also had a mantle of invisibility."
"M"|"M"|"Albi"|-41.8|35.1|-41.9|-41.7|35.0|35.2|"W"|8.5|"EU"|"FR"|"NEREID"|"I-957"|5|1976|36|"AA"|"Town in France."
"M"|"ME"|"Albi"|-41.48|324.9|-41.58|-41.38|325.0|324.8|"E"|8.5|"EU"|"FR"|"NEREID"|"I-957"|5|1976|36|"AA"|"Town in France."
"M"|"M"|"Albor Fossae"|18.2|209.3|17.9|18.8|208.1|210.3|"W"|131.0|"EU"|"LA"|"MC-15"|"I-2486"|5|1985|57|"FO"|"From albedo feature at 20N, 205W."
"M"|"ME"|"Albor Fossae"|18.01|150.7|17.71|18.6|151.9|149.7|"E"|131.0|"EU"|"LA"|"MC-15"|"I-2486"|5|1985|57|"FO"|"From albedo feature at 20N, 205W."
"M"|"M"|"Albor Tholus"|19.0|209.6|17.9|20.2|208.0|211.0|"W"|170.0|"EU"|"LA"|"MC-15"|"I-2486"|5|1973|57|"TH"|"Classical albedo feature name."
"M"|"ME"|"Albor Tholus"|18.8|150.4|17.71|19.99|152.0|149.0|"E"|170.0|"EU"|"LA"|"MC-15"|"I-2486"|5|1973|57|"TH"|"Classical albedo feature name."
"V"|"V"|"Albys Vallis"|-39.5|30.5|0.0|0.0|0.0|0.0|"E"|240.0|"UR"|"TV"|"V-45"|"I-2475"|5|1997|107|"VA"|"Tuva/Altay river deity."
"V"|"V"|"Alcott"|-59.5|354.4|-59.5|-59.5|354.5|354.5|"E"|66.0|"NA"|"AM"|"V-61"|"I-2523"|5|1991|75|"AA"|"Louisa M.; American author (1832-1888)."
"V"|"V"|"Alcyone Tholus"|-2.1|256.4|-2.5|-1.8|256.0|256.8|"E"|70.0|"EU"|"GR"|"V-40"|"I-2477"|5|2003|83|"TH"|"Greek goddess who is the personification of a rain cloud."
"E"|"m"|"Alden"|-23.6|110.8|||||"E"|104.0|"NA"|"AM"|"LOC-3"|"LOC-3"|5|1970|0|"AA"|"Harold Lee; American astronomer (1890-1964)."
"E"|"m"|"Alder"|-48.6|-177.4|||||"E"|77.0|"EU"|"GE"|"LMP-3"|"LMP-3"|5|1979|0|"AA"|"Kurt; German organic chemist; Nobel laureate (1902-1958)."
"E"|"m"|"Aldrin"|1.4|22.1|||||"E"|3.0|"NA"|"AM"|"LM 60"|"LM 60"|5|1970|59|"AA"|"Edwin Eugene, Jr. (\"Buzz\"); American astronaut (1930-Live)."
"V"|"V"|"Ale Tholus"|68.2|247.0|67.6|68.9|246.2|247.8|"E"|87.0|"AF"|"NI"|"V-06"|"I-2490"|5|1985|64|"TH"|"Igbo (Nigeria) goddess who created Earth and vegetation."
"E"|"m"|"Alekhin"|-68.2|-131.3|||||"E"|70.0|"UR"|"SO"|"LMP-3"|"LMP-3"|5|1970|0|"AA"|"Nikolaj Pavlovich; Soviet rocket designer, engineer (1913-1964)."
"V"|"V"|"Aleksota Mons"|-9.0|308.5|0.0|0.0|0.0|0.0|"E"|250.0|"EU"|"LI"|"V-42"|"I-2475"|5|1997|107|"MO"|"Lithuanian goddess of love."
"H"|"H"|"Alencar"|-63.5|103.5|||||"W"|120.0|"SA"|"BR"|"H-12"|"I-1822"|5|1979|59|"AA"|"Jose de; Brazilian novelist (1829-1877)."
"E"|"m"|"Alexander"|40.3|13.5|||||"E"|81.0|"EU"|"GR"|"LAC 26"|"LAC 26"|5|1935|66|"AA"|"Alexander the Great, of Macedon; Greek geographer (356-323 B.C.)."
"M"|"M"|"Alexey Tolstoy"|-47.8|234.8|-48.5|-47.0|233.6|236.0|"W"|95.0|"UR"|"SO"|"MC-29"|"I-2367"|5|1982|0|"AA"|"Aleksey; Soviet writer (1882-1945)."
"M"|"ME"|"Alexey Tolstoy"|-47.48|125.2|-48.18|-46.68|126.4|124.0|"E"|95.0|"UR"|"SO"|"MC-29"|"I-2367"|5|1982|0|"AA"|"Aleksey; Soviet writer (1882-1945)."
"J"|"ga"|"Aleyin"|15.1|134.1|15.0|15.3|133.9|134.2|"W"|12.4|"AS"|"PO"|"JG-07"|"Unknown"|5|1997|1|"AA"|"Son of Ba\'al, spirit of springs."
"J"|"ca"|"Alfr"|-9.9|222.7|-11.0|-8.7|221.8|224.0|"W"|96.0|"EU"|"NS"|"JC-09"|"I-2074"|5|1979|17|"AA"|"Norse dwarf."
"E"|"m"|"Alfraganus"|-5.4|19.0|||||"E"|20.0|"AS"|"PE"|"LTO78A3"|"LTO-78A3"|5|1935|89|"AA"|"Al-Fargani, Abu\'l-\'Abbās Ahmad Ibn Muhammad Ibn Kathīr; Persian astronomer (unkn-c. 840)."
"M"|"M"|"Alga"|-24.6|26.7|-24.7|-24.4|26.6|26.9|"W"|19.2|"UR"|"KZ"|"MC-19"|"I-2531"|5|1976|36|"AA"|"Town in Kazakhstan."
"M"|"ME"|"Alga"|-24.36|333.3|-24.45|-24.16|333.4|333.1|"E"|19.2|"UR"|"KZ"|"MC-19"|"I-2531"|5|1976|36|"AA"|"Town in Kazakhstan."
"E"|"m"|"Alhazen"|15.9|71.8|||||"E"|32.0|"AS"|"IQ"|"LMP-1"|"LMP-1"|5|1935|66|"AA"|"Abū Ali Al-Hasan Ibn Al Haitham; Iraqi mathematician (987-1038)."
"S"|"en"|"Ali Baba"|55.11|22.34|50.43|58.89|13.46|28.68|"W"|39.2|"AS"|"AR"|"PRELIM"|"I-1485"|5|1982|52|"AA"|"Hero of tale who found a great treasure owned by 40 thieves."
"E"|"m"|"Aliacensis"|-30.6|5.2|||||"E"|79.0|"EU"|"FR"|"LAC 95"|"LAC 95"|5|1935|66|"AA"|"D\'Ailly, Pierre; French geographer (1350-1420)."
"V"|"V"|"Alima"|-46.0|229.2|0.0|0.0|0.0|0.0|"E"|10.3|"UR"|"RU"|"V-51"|"I-2477"|5|1994|112|"AA"|"Tatar first name."
"V"|"V"|"Alimat"|-29.5|205.9|0.0|0.0|0.0|0.0|"E"|13.5|"UR"|"GE"|"V-50"|"I-2477"|5|1994|112|"AA"|"Osset first name."
"V"|"V"|"Alison"|-4.0|165.6|0.0|0.0|0.0|0.0|"E"|14.4|"EU"|"IR"|"V-37"|"I-2476"|5|1994|82|"AA"|"Irish first name."
"M"|"M"|"Alitus"|-35.2|38.2|-35.6|-34.8|37.8|38.6|"W"|50.0|"EU"|"LI"|"MC-26"|"I-2365"|5|1979|58|"AA"|"Town in Lithuania."
"M"|"ME"|"Alitus"|-34.89|321.8|-35.29|-34.5|322.2|321.4|"E"|50.0|"EU"|"LI"|"MC-26"|"I-2365"|5|1979|58|"AA"|"Town in Lithuania."
"V"|"V"|"Alkonost Dorsa"|-5.0|341.0|0.0|0.0|0.0|0.0|"E"|730.0|"UR"|"SL"|"V-43"|"I-2475"|5|1997|107|"DO"|"E. Slavic wonder bird with woman\'s face, lives in Paradise."
"V"|"V"|"Allat Dorsa"|60.0|70.0|0.0|0.0|0.0|0.0|"E"|750.0|"AS"|"AR"|"V-03"|"I-2490"|5|1985|1|"DO"|"Arab sky goddess."
"V"|"V"|"Allatu Corona"|15.5|114.0|0.0|0.0|0.0|0.0|"E"|125.0|"AS"|"AK"|"V-23"|"I-2467"|5|1994|27|"CR"|"Akkadian earth goddess."
"M"|"M"|"Allegheny Vallis"|-9.2|54.0|-10.0|-9.0|52.5|55.0|"W"|200.0|"US"|"PA"|"MC-18"|"I-2527"|5|2003|74|"VA"|"River in Pennsylvania, USA."
"M"|"ME"|"Allegheny Vallis"|-9.1|306.0|-9.89|-8.9|307.5|305.0|"E"|200.0|"US"|"PA"|"MC-18"|"I-2527"|5|2003|74|"VA"|"River in Pennsylvania, USA."
"V"|"V"|"Alma"|-2.4|228.8|0.0|0.0|0.0|0.0|"E"|16.8|"UR"|"KZ"|"V-39"|"I-2477"|5|1994|112|"AA"|"Kazakh first name."
"V"|"V"|"Alma-Merghen Planitia"|-76.0|100.0|0.0|0.0|0.0|0.0|"E"|1,500.0|"AS"|"MO"|"V-57,62"|"I-2523"|5|1997|107|"PL"|"Mongol/Tibet/Buryat \"Gheser\" epic tale heroine."
"E"|"m"|"Almanon"|-16.8|15.2|||||"E"|49.0|"AS"|"PE"|"LAC 96"|"LAC 96"|5|1935|66|"AA"|"Abdalla Al Mamun; Persian astronomer (786-833)."
"V"|"V"|"Almeida"|46.6|123.3|0.0|0.0|0.0|0.0|"E"|15.5|"EU"|"PG"|"V-12"|"I-2467"|5|1985|83|"AA"|"Portuguese first name."
"S"|"ia"|"Almeric"|53.4|276.0|53.2|53.7|273.7|279.4|"W"|43.0|"EU"|"FR"|"PRELIM"|"I-1486"|5|1982|29|"AA"|"One of 12 peers, killed by Marsilion.  <em>Note: Defines 276 degrees longitude on Iapetus. Center longitude changed from 276.6 to 276.0 May 15, 2008.</em>"
"E"|"m"|"Aloha"|29.8|-53.9|||||"E"|3.0|"OC"|"HA"|"S-01"|"38 B2"|5|1976|0|"AA"|"Hawaiian greeting."
"U"|"mr"|"Alonso"|-44.0|352.6|||||"E"|25.0|"EU"|"GB"|"MIRAND"|"Unknown"|5|1988|85|"AA"|"King of Naples in \"The Tempest.\""
"V"|"V"|"Alpan Fluctus"|-7.5|349.0|0.0|0.0|0.0|0.0|"E"|500.0|"UR"|"CC"|"V-43"|"I-2475"|5|1997|107|"FL"|"Lezghin (Daghestan) fire goddess."
"E"|"m"|"Alpetragius"|-16.0|-4.5|||||"E"|39.0|"AF"|"MR"|"LAC 77"|"LAC 77"|5|1935|89|"AA"|"Al-Bitrūjī Al-Ishbīlī, Abū Ishāq; Spanish astronomer (unkn-c. 1100)."
"V"|"V"|"Alpha Regio"|-25.5|0.3|-34.8|-17.2|353.0|9.6|"E"|1,897.0|"EU"|"GR"|"V-32,44"|"I-2475"|5|1979|83|"RE"|"First letter in Greek alphabet."
"J"|"eu"|"Alphesiboea Linea"|-25.1|175.9|-36.0|-17.3|166.8|201.4|"W"|1,438.0|"EU"|"GR"|"GLOBAL"|"I-2757"|5|1985|19|"LI"|"Son of Phoenix, nephew of Europa."
"M"|"M"|"Alpheus Colles"|-40.0|300.3|-44.4|-34.8|293.6|303.5|"W"|628.0|"EU"|"GR"|"MC-28"|"I-2366"|5|1985|55|"CO"|"From albedo feature at 45S, 292W."
"M"|"ME"|"Alpheus Colles"|-39.68|59.7|-44.08|-34.5|66.4|56.5|"E"|628.0|"EU"|"GR"|"MC-28"|"I-2366"|5|1985|55|"CO"|"From albedo feature at 45S, 292W."
"E"|"m"|"Alphonsus"|-13.7|-3.2|||||"E"|108.0|"EU"|"SP"|"S-01"|"77 D3"|5|1935|89|"AA"|"Alfonso X (El Sabio); Spanish astronomer (1221-1284)."
"V"|"V"|"Altana"|1.4|69.9|0.0|0.0|0.0|0.0|"E"|6.0|"UR"|"KL"|"V-22"|"Unknown"|5|1997|107|"AA"|"Kalmyk first name."
"E"|"m"|"Alter"|18.7|-107.5|||||"E"|64.0|"NA"|"AM"|"LOC-1"|"LOC-1"|5|1970|0|"AA"|"Dinsmore; American astronomer, meteorologist (1888-1968)."
"J"|"io"|"Altjirra Patera"|-34.4|108.97|-35.2|-33.55|109.65|108.29|"W"|52.55|"OC"|"AU"|"Unknown"|"Unknown"|5|1997|83|"PE"|"Australian sky god whose voice is thunder."
"A"|"gs"|"Alupka"|65.0|65.0|||||"W"|0.3|"UR"|"UK"|"Unknown"|"Unknown"|5|1994|113|"AA"|"Spa in Crimea, Ukraine."
"V"|"V"|"Ama Corona"|-45.7|278.2|0.0|0.0|0.0|0.0|"E"|300.0|"AF"|"NI"|"V-53"|"I-2477"|5|1997|107|"CR"|"Jukun (Central Nigeria) goddess of childbirth, personification of earth."
"V"|"V"|"Amalasuntha"|-11.5|342.4|-11.5|-11.5|342.4|342.4|"E"|15.4|"UR"|"RU"|"V-43"|"I-2475"|5|1991|99|"AA"|"Ostrogoth queen (c. 498-535 A.D.). Changed from Amalasthuna."
"V"|"V"|"Amanda"|-29.2|94.5|0.0|0.0|0.0|0.0|"E"|12.5|"EU"|"LA"|"V-47"|"I-2476"|5|1997|109|"AA"|"Latin first name. Name changed from Lida."
"N"|"tr"|"Amarum"|26.0|24.5|||||"E"|0.0|"SA"|"EC"|"Unknown"|"I-2153"|5|1991|83|"AA"|"Quecha (Ecuador) water boa."
"S"|"di"|"Amata"|5.17|279.81|2.0|8.84|276.34|283.37|"W"|76.0|"EU"|"RM"|"PRELIM"|"I-1488"|5|1982|44|"AA"|"Mother of Lavinia (wife of Aeneas). <em>Note: Name moved 3/17/2008 to a smaller, well-defined crater.</em>"
"J"|"io"|"Amaterasu Patera"|38.13|306.53|37.01|39.37|308.28|304.76|"W"|93.1|"AS"|"JA"|"JI-02"|"Unknown"|5|1979|1|"PE"|"Japanese sun goddess."
"V"|"V"|"Amaya"|11.3|89.4|11.3|11.3|89.3|89.3|"E"|34.5|"EU"|"SP"|"V-22"|"I-2467"|5|1991|99|"AA"|"Carmen; Spanish Gypsy dancer (1913-1963)."
"M"|"M"|"Amazonis"|0.0|140.0|0.0|0.0|140.0|140.0|"W"|0.0|"EU"|"GR"|"Unknown"|"Unknown"|5|1958|60|"AL"|"Land of the Amazons; on the island Hesperia."
"M"|"ME"|"Amazonis"|0.0|220.0|0.0|0.0|220.0|220.0|"E"|0.0|"EU"|"GR"|"Unknown"|"Unknown"|5|1958|60|"AL"|"Land of the Amazons; on the island Hesperia."
"M"|"M"|"Amazonis Mensa"|-2.0|147.5|-4.0|1.0|144.0|150.3|"W"|500.0|"EU"|"GR"|"MC-16"|"I-2487"|5|2003|60|"MN"|"Classical albedo feature name."
"M"|"ME"|"Amazonis Mensa"|-1.98|212.5|-3.96|0.99|216.0|209.7|"E"|500.0|"EU"|"GR"|"MC-16"|"I-2487"|5|2003|60|"MN"|"Classical albedo feature name."
"M"|"M"|"Amazonis Planitia"|25.0|164.0|2.0|40.0|145.0|178.0|"W"|2,800.0|"EU"|"GR"|"MC-08"|"I-2180"|5|1973|57|"PL"|"Classical albedo feature name; home of the Amazons."
"M"|"ME"|"Amazonis Planitia"|24.75|196.0|1.98|39.68|215.0|182.0|"E"|2,800.0|"EU"|"GR"|"MC-08"|"I-2180"|5|1973|57|"PL"|"Classical albedo feature name; home of the Amazons."
"M"|"M"|"Amazonis Sulci"|-2.8|145.4|-4.2|-0.5|144.0|147.0|"W"|250.0|"EU"|"GR"|"MC-16"|"I-2487"|5|1985|57|"SU"|"Albedo feature name; home of the Amazons."
"M"|"ME"|"Amazonis Sulci"|-2.77|214.6|-4.15|-0.49|216.0|213.0|"E"|250.0|"EU"|"GR"|"MC-16"|"I-2487"|5|1985|57|"SU"|"Albedo feature name; home of the Amazons."
"V"|"V"|"Ambar-ona Corona"|-70.0|82.5|0.0|0.0|0.0|0.0|"E"|550.0|"UR"|"UZ"|"V-57"|"I-2523"|5|1997|107|"CR"|"Uzbek women\'s and fertility goddess."
"E"|"m"|"Ameghino"|3.3|57.0|||||"E"|9.0|"SA"|"AR"|"LTO62D3"|"LTO-62D3"|5|1976|68|"AA"|"Fiorino (or Florentino); Argentine paleontologist and anthropologist (1854-1911)."
"V"|"V"|"Amenardes"|15.0|54.3|15.0|15.0|54.1|54.1|"E"|27.9|"AF"|"EG"|"V-21"|"I-2466"|5|1991|99|"AA"|"Egyptian princess (718-655 B.C.)."
"V"|"V"|"Ament Corona"|-67.2|217.9|0.0|0.0|0.0|0.0|"E"|115.0|"AF"|"EG"|"V-59"|"I-2523"|5|1994|83|"CR"|"Egyptian earth goddess."
"M"|"M"|"Amenthes"|5.0|250.0|5.0|5.0|250.0|250.0|"W"|0.0|"AF"|"EG"|"MC-14"|"Unknown"|5|1958|60|"AL"|"Egyptian name for place where souls of the dead go."
